기준일,시도,시군구,먹는치료제 처방기관,전화번호,주소
24년 09월 16일 06시,인천,인천서구,삼성가정의원,581-8275,"인천광역시 서구 서달로123번길 12-4, 203,207,208호 (석남동, 신동아상가)"
24년 09월 16일 06시,인천,인천미추홀구,우리이비인후과의원,032-875-9453,"인천광역시 미추홀구 미추홀대로 561, (주안동)"
24년 09월 16일 06시,인천,인천연수구,이강범이비인후과의원,032-831-8275,"인천광역시 연수구 독배로 41, 3층 10호 (옥련동, 인영빌딩)"
24년 09월 16일 06시,인천,인천연수구,한솔내과의원,032-818-1888,"인천광역시 연수구 용담로 131, (연수동)"
24년 09월 16일 06시,인천,인천계양구,홍혜준이비인후과의원,032-551-5071,"인천광역시 계양구 용종로 2, 계산프라자 201호 (계산동)"
24년 09월 16일 06시,인천,인천연수구,신이비인후과의원,032-818-8288,"인천광역시 연수구 용담로 11, 2층 (청학동)"
24년 09월 16일 06시,인천,인천남동구,연세가정의원,032-469-3453,"인천광역시 남동구 담방로 105, 상가701동 101호 (만수동, 만수주공7단지상가빌딩)"
24년 09월 16일 06시,인천,인천중구,고은요양병원,032-715-5933,"인천광역시 중구 연안부두로21번길 11-12, (항동7가)"
24년 09월 16일 06시,인천,인천미추홀구,로뎀요양병원,032-462-0321,"인천광역시 미추홀구 주안로 211, 지엔엠빌딩(1층 일부 ~ 9층) (주안동)"
24년 09월 16일 06시,인천,인천미추홀구,최앤박소아청소년과의원,032-421-0202,"인천광역시 미추홀구 주안로 226, 2층 216호 (주안동)"
24년 09월 16일 06시,인천,인천부평구,우리가정의학과의원,032-529-8275,"인천광역시 부평구 마장로 387, 청원빌딩 2층 (산곡동)"
24년 09월 16일 06시,인천,인천계양구,오준내과의원,032-545-4567,"인천광역시 계양구 효서로 300, 삼호프라자 3층 307호 (작전동)"
24년 09월 16일 06시,인천,인천서구,삼성의원,575-4535,"인천광역시 서구 건지로 264, 205호 (가좌동)"
24년 09월 16일 06시,인천,인천서구,가좌우리내과의원,576-8575,"인천광역시 서구 고래울로 29, (가좌동)"
24년 09월 16일 06시,인천,인천연수구,한빛이비인후과의원,032-817-2888,"인천광역시 연수구 용담로 115, 3층 (연수동)"
24년 09월 16일 06시,인천,인천미추홀구,열린성모내과의원,032-441-2421,"인천광역시 미추홀구 경인로 429, (주안동)"
24년 09월 16일 06시,인천,인천서구,서온요양병원,1670-5101,"인천광역시 서구 도곡로 172-5, 서온요양병원 가,나동 (대곡동)"
24년 09월 16일 06시,인천,인천미추홀구,의료법인 아인의료재단 아인병원,032-247-2000,"인천광역시 미추홀구 경인로 372, 201동 지하1,지상3~13층 (주안동, 포레나 미추홀)"
24년 09월 16일 06시,인천,인천미추홀구,신한대바울요양병원,032-223-7000,"인천광역시 미추홀구 경인로 107, (숭의동, 지2층 ~ 8층)"
24년 09월 16일 06시,인천,인천미추홀구,인천제일의원,032-883-0380,"인천광역시 미추홀구 경인로 32, (숭의동)"
24년 09월 16일 06시,인천,인천미추홀구,덕양가정의학과의원,032-872-8275,"인천광역시 미추홀구 경인로 231, (도화동)"
24년 09월 16일 06시,인천,인천중구,인천기독병원,032-270-8000,"인천광역시 중구 답동로30번길 10, (율목동)"
24년 09월 16일 06시,인천,인천미추홀구,용현연세의원,032-886-3076,"인천광역시 미추홀구 아암대로29번길 48, (용현동)"
24년 09월 16일 06시,인천,인천계양구,덕수정형외과의원,032-551-7112,"인천광역시 계양구 경명대로 1068, 3층 전체호 (계산동)"
24년 09월 16일 06시,인천,인천계양구,이종우이비인후과의원,032-549-0587,"인천광역시 계양구 경명대로 1115, 308호 (계산동, 인평프라자)"
24년 09월 16일 06시,인천,인천중구,신포김내과의원,032-777-0902,"인천광역시 중구 우현로39번길 2, 2층 (신포동)"
24년 09월 16일 06시,인천,인천남동구,정우식소아청소년과의원,032-467-9933,"인천광역시 남동구 호구포로535번길 24, 201호 (남촌동, 광천빌딩)"
24년 09월 16일 06시,인천,인천미추홀구,정우식내과의원,032-891-8275,"인천광역시 미추홀구 경인로 128-1, (숭의동)"
24년 09월 16일 06시,인천,인천미추홀구,김철내과의원,032-874-8575,"인천광역시 미추홀구 소성로 135, (학익동)"
24년 09월 16일 06시,인천,인천계양구,임창재내과의원,032-548-4278,"인천광역시 계양구 안남로 548, 201호 (효성동, 효성프라자)"
24년 09월 16일 06시,인천,인천부평구,부평연세내과의원,032-529-1256,"인천광역시 부평구 경원대로 1266, 2층 (부평동)"
24년 09월 16일 06시,인천,인천남동구,새봄의원,465-0778,"인천광역시 남동구 호구포로 770, 2층 (구월동)"
24년 09월 16일 06시,인천,인천부평구,갈산중앙의원,032-513-9303,"인천광역시 부평구 굴포로 42, (갈산동)"
24년 09월 16일 06시,인천,인천부평구,이기섭내과의원,032-435-7070,"인천광역시 부평구 열우물로87번길 16, 2층 (십정동)"
24년 09월 16일 06시,인천,인천중구,로하스의원,032-715-6977,"인천광역시 중구 하늘달빛로 94, 스타타워 501,503,504호 (중산동)"
24년 09월 16일 06시,인천,인천연수구,연수성심의원,032-812-8258,"인천광역시 연수구 먼우금로 88, 301,302호 (동춘동, 상산빌딩)"
24년 09월 16일 06시,인천,인천부평구,인천평화의료복지사회적협동조합평화의원,032-524-6911,"인천광역시 부평구 경인로1104번길 15, 1층 (일신동)"
24년 09월 16일 06시,인천,인천서구,참이비인후과의원,564-0034,"인천광역시 서구 서곶로 293, (심곡동)"
24년 09월 16일 06시,인천,인천서구,인천시립치매요양병원,562-5101,"인천광역시 서구 심곡로132번길 21-1, (심곡동)"
24년 09월 16일 06시,인천,인천서구,인천은혜요양병원,562-5101,"인천광역시 서구 심곡로132번길 21, (심곡동)"
24년 09월 16일 06시,인천,인천연수구,이이주내과의원,032-817-7114,"인천광역시 연수구 앵고개로 242, 2층 (동춘동, 연수제일상가)"
24년 09월 16일 06시,인천,인천부평구,박소영소아청소년과의원,032-361-1867,"인천광역시 부평구 길주남로 157, 303호 (부개동, 태성프라자)"
24년 09월 16일 06시,인천,인천미추홀구,연세이명래내과의원,032-881-7583,"인천광역시 미추홀구 토금중로40번길 11, (용현동)"
24년 09월 16일 06시,인천,인천남동구,박재홍내과의원,032-465-0500,"인천광역시 남동구 인주대로 861, (만수동)"
24년 09월 16일 06시,인천,인천동구,권의원,032-763-1110,"인천광역시 동구 샛골로 142, (송림동)"
24년 09월 16일 06시,인천,인천남동구,이이비인후과의원,032-463-5735,"인천광역시 남동구 만수로37번길 8-8, (만수동)"
24년 09월 16일 06시,인천,인천중구,이재준내과의원,032-883-6347,"인천광역시 중구 축항대로86번길 38, (항동7가)"
24년 09월 16일 06시,인천,인천중구,인하대학교의과대학부속병원,032-890-2114,"인천광역시 중구 인항로 27, (신흥동3가)"
24년 09월 16일 06시,인천,인천연수구,(의)나사렛의료재단 나사렛국제병원,032-899-9999,"인천광역시 연수구 먼우금로 98,  (동춘동)"
24년 09월 16일 06시,인천,인천동구,의료법인 성수의료재단 인천백병원,032-765-7070,"인천광역시 동구 샛골로 214- , (송림동)"
24년 09월 16일 06시,인천,인천부평구,근로복지공단인천병원,032-500-0114,"인천광역시 부평구 무네미로 446, (구산동)"
24년 09월 16일 06시,인천,인천강화군,의료법인해인의료재단 강화병원,930-8146,"인천광역시 강화군 강화읍 강화대로312번길 11, (강화읍)"
24년 09월 16일 06시,인천,인천연수구,나래병원,032-821-0033,"인천광역시 연수구 청능대로 69, (청학동, 연세다나병원)"
24년 09월 16일 06시,인천,인천서구,청라좋은병원,032-271-0119,"인천광역시 서구 청라에메랄드로 79, 1층 일부층, 2층~4층 (청라동)"
24년 09월 16일 06시,인천,인천강화군,강화요양병원,032-937-0639,"인천광역시 강화군 길상면 강화동로 181, (길상면)"
24년 09월 16일 06시,인천,인천연수구,희망찬요양병원,032-816-2000,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)"
24년 09월 16일 06시,인천,인천부평구,신이비인후과의원,032-523-5242,"인천광역시 부평구 부평대로 21, 3층 (부평동, 금남빌딩)"
24년 09월 16일 06시,인천,인천부평구,미소 가득한 의원,032-508-2468,"인천광역시 부평구 부흥로304번길 38, (부평동)"
24년 09월 16일 06시,인천,인천서구,청라튼튼소아청소년과의원,032-564-5955,"인천광역시 서구 솔빛로 24, 2층 (경서동, 부영프라자)"
24년 09월 16일 06시,인천,인천남동구,연세푸른의원,032-468-4683,"인천광역시 남동구 독곡로6번길 4, (서창동)"
24년 09월 16일 06시,인천,인천서구,손태용내과의원,032-572-0046,"인천광역시 서구 건지로 264, 303,304호 (가좌동)"
24년 09월 16일 06시,인천,인천남동구,153신경외과의원,032-217-1100,"인천광역시 남동구 호구포로 830, 5층 (구월동)"
24년 09월 16일 06시,인천,인천서구,365앨리스의원,032-572-2007,"인천광역시 서구 서곶로 45, 2002호 (가정동, 루원 린스트라우스 더 린시티)"
24년 09월 16일 06시,인천,인천남동구,늘푸른의원,032-466-0788,"인천광역시 남동구 용천로88번길 3, 203,205호 (구월동)"
24년 09월 16일 06시,인천,인천서구,김성철신경외과의원,032-583-7582,"인천광역시 서구 가정로 287, 지하1층~1층 (석남동)"
24년 09월 16일 06시,인천,인천서구,연세열린내과의원,579-6090,"인천광역시 서구 가정로 201-1, (석남동)"
24년 09월 16일 06시,인천,인천서구,한나이비인후과의원,032-573-1077,"인천광역시 서구 가정로 140, 수협 2층 (가좌동)"
24년 09월 16일 06시,인천,인천계양구,온누리정형외과의원,032-555-7511,"인천광역시 계양구 주부토로 525, 1,2층 (계산동)"
24년 09월 16일 06시,인천,인천계양구,한솔의원,032-555-6575,"인천광역시 계양구 주부토로 372, 2층 (작전동, 금영프라자)"
24년 09월 16일 06시,인천,인천중구,예지요양병원,032-773-6035,"인천광역시 중구 개항로 82, (경동)"
24년 09월 16일 06시,인천,인천부평구,부개성누가의원,032-361-7772,"인천광역시 부평구 길주남로 158, 3층 (부개동, 부개프라자빌딩)"
24년 09월 16일 06시,인천,인천계양구,연세이비인후과의원,032-552-9519,"인천광역시 계양구 주부토로 479, 축협계산빌딩 (계산동)"
24년 09월 16일 06시,인천,인천남동구,인천국제한방병원,032-428-7582,"인천광역시 남동구 석촌로 21, 인천국제한방병원 (간석동)"
24년 09월 16일 06시,인천,인천계양구,연세내과의원,032-556-5599,"인천광역시 계양구 계산새로65번길 17, 6층 (계산동)"
24년 09월 16일 06시,인천,인천서구,늘푸른연세이비인후과의원,568-4327,"인천광역시 서구 승학로 491, 403호 (검암동, 고산프라자)"
24년 09월 16일 06시,인천,인천남동구,의료법인예현의료재단 세종한방병원,032-466-4977,"인천광역시 남동구 호구포로 872, 2층~5층 일부호 (구월동)"
24년 09월 16일 06시,인천,인천동구,선항외과의원,032-772-0075,"인천광역시 동구 송림로 96, 9층 1호 (송림동, 송림메디칼)"
24년 09월 16일 06시,인천,인천동구,굿모닝내과의원,032-762-0971,"인천광역시 동구 송림로 76, 1층, 3층 (송림동)"
24년 09월 16일 06시,인천,인천서구,소망연세의원,032-715-5774,"인천광역시 서구 새오개로111번안길 32, 2층 (신현동)"
24년 09월 16일 06시,인천,인천미추홀구,박용주내과의원,032-424-1261,"인천광역시 미추홀구 인하로 292, (주안동)"
24년 09월 16일 06시,인천,인천미추홀구,열린이비인후과의원,032-876-7582,"인천광역시 미추홀구 인하로 269, 2,3층 (주안동)"
24년 09월 16일 06시,인천,인천부평구,김용덕내과의원,032-428-9737,"인천광역시 부평구 열우물로 50, 2층 (십정동)"
24년 09월 16일 06시,인천,인천연수구,주일중소아청소년과의원,032-815-0209,"인천광역시 연수구 먼우금로 302, 201호 (연수동, 연수동유천상가)"
24년 09월 16일 06시,인천,인천남동구,선린내과의원,032-465-9996,"인천광역시 남동구 장승남로 36, (만수동)"
24년 09월 16일 06시,인천,인천부평구,최태열내과의원,032-529-1064,"인천광역시 부평구 원적로 434, 2층 (산곡동, 혜성프라자)"
24년 09월 16일 06시,인천,인천부평구,가톨릭대학교인천성모병원,032-1544-9004,"인천광역시 부평구 동수로 56, (부평동)"
24년 09월 16일 06시,인천,인천계양구,오케이병원,1800-0820,"인천광역시 계양구 장제로 676, 오케이병원 2~7층 (작전동)"
24년 09월 16일 06시,인천,인천미추홀구,저스트병원,1544-1554,"인천광역시 미추홀구 석정로 21, 4~7층 (숭의동)"
24년 09월 16일 06시,인천,인천부평구,새올요양병원,032-507-3355,"인천광역시 부평구 마장로 246, 새올 요양병원 (산곡동)"
24년 09월 16일 06시,인천,인천계양구,성로요양병원,032-555-4433,"인천광역시 계양구 아나지로 378, (작전동)"
24년 09월 16일 06시,인천,인천남동구,나은요양병원,032-710-6001,"인천광역시 남동구 소래역남로16번길 20, 둘리프라자 (논현동)"
